22.80635929107666,39,2023-07-21 14:10:05.583023
22.73042917251587,23,2023-07-21 14:10:46.109638
502.67615365982056,4176,2023-07-21 14:24:31.258328
460.9709515571594,3511,2023-07-21 14:33:12.249605
294.7991690635681,2509,2023-07-21 14:39:41.926488
549.9809205532074,7259,2023-07-21 14:49:15.561499
497.5572922229767,11088,2023-07-21 14:57:51.377859
312.11645674705505,4707,2023-07-21 16:56:55.798257
31.331364631652832,950,2023-07-22 00:33:42.731556
29.183912754058838,955,2023-07-22 19:17:42.215774
729.149578332901,7354,2023-07-22 19:29:51.365353
747.5207133293152,21697,2023-07-22 19:42:18.886066
1107.483015537262,40187,2023-07-22 20:00:46.373313
56.80710458755493,950,2023-07-25 10:37:58.582210
2042.699602842331,32868,2023-07-25 11:12:01.285760
269.04872012138367,8585,2023-07-25 11:16:30.338540
29.157524347305298,1000,2023-07-25 11:16:59.500056
195.69829320907593,12030,2023-07-25 11:20:15.198349
1476.1529908180237,33699,2023-07-25 16:33:34.846046
292.2643265724182,7887,2023-07-25 16:38:27.112381
1142.2151246070862,19706,2023-07-25 16:57:29.328502
24.042653560638428,984,2023-07-25 16:57:53.372156
1214.347146987915,36021,2023-07-25 17:18:07.719303
1352.2826073169708,84592,2023-07-25 17:40:40.002911
2.6315197944641113,0,2023-07-25 17:40:42.635432
27.728111267089844,955,2023-07-25 18:15:53.213464
890.5496325492859,7354,2023-07-25 18:30:43.763097
450.96267890930176,5187,2023-07-26 00:01:38.024384
1249.8685507774353,35591,2023-07-26 00:24:18.807631
15.140769243240356,954,2023-07-26 00:24:33.951406
1370.541743516922,37946,2023-07-26 00:47:24.494147
15.692256450653076,972,2023-07-26 00:47:40.188408
20.923511266708374,953,2023-07-26 00:48:01.113869
16.996453046798706,934,2023-07-26 00:48:18.111317
498.9888060092926,12923,2023-07-26 00:56:37.101688
417.57141637802124,6171,2023-07-26 01:03:34.673104
789.1059427261353,14861,2023-07-26 01:16:43.780042
578.8087425231934,19843,2023-07-26 01:26:22.590794
22.897194862365723,962,2023-07-26 01:26:45.490037
1160.5218660831451,24978,2023-07-26 01:46:06.013883
200.79678010940552,8303,2023-07-26 01:49:26.811628
547.0611968040466,7788,2023-07-26 01:58:33.873842
24.343547105789185,989,2023-07-26 01:58:58.219435
1075.9058125019073,7397,2023-07-26 02:16:54.128188
348.1865622997284,13642,2023-07-26 02:22:42.315751
14.2550630569458,981,2023-07-26 02:22:56.571830
1476.9810061454773,35621,2023-07-26 02:47:33.554840
383.5926594734192,8233,2023-07-26 02:53:57.148501
38.71413516998291,1114,2023-07-26 02:54:35.864639
61.802472829818726,4099,2023-07-26 02:55:37.668069
279.87674927711487,14321,2023-07-26 03:00:17.545814
759.6569828987122,20766,2023-07-26 03:12:57.203798
691.8029696941376,15856,2023-07-26 03:24:29.007768
613.3404877185822,23097,2023-07-26 03:34:42.349255
256.47760105133057,4634,2023-07-26 03:38:58.826856
376.7014248371124,16493,2023-07-26 03:45:15.530282
168.75079464912415,9862,2023-07-26 03:48:04.283075
330.26735663414,20952,2023-07-26 03:53:34.552434
80.05484199523926,3578,2023-07-26 03:54:54.607276
20.26155138015747,989,2023-07-26 03:55:14.870830
23.38365602493286,1020,2023-07-26 03:55:38.254777
822.2842652797699,33003,2023-07-26 04:09:20.540034
30.735721111297607,997,2023-07-26 04:09:51.276756
869.631089925766,48364,2023-07-26 04:24:20.909870
14.934570550918579,986,2023-07-26 04:24:35.845441
821.1425461769104,33299,2023-07-26 04:38:16.989964
25.32814335823059,988,2023-07-26 04:38:42.320103
493.8966255187988,19026,2023-07-26 04:46:56.218709
22.078840494155884,1002,2023-07-26 04:47:18.299556
21.39250159263611,997,2023-07-26 04:47:39.694060
940.62255692482,47047,2023-07-26 05:03:20.319578
930.0788102149963,43476,2023-07-26 05:18:50.400366
34.72344255447388,2003,2023-07-26 05:19:25.125809
45.20955729484558,3003,2023-07-26 05:20:10.337364
16.174779415130615,1000,2023-07-26 05:20:26.514241
1283.9790279865265,93469,2023-07-26 05:41:50.495222
609.252824306488,36690,2023-07-26 05:51:59.750064
157.54164862632751,9283,2023-07-26 05:54:37.293722
909.1068971157074,51493,2023-07-26 06:09:46.402626
540.020756483078,27081,2023-07-26 06:18:46.425348
17.83831810951233,1040,2023-07-26 06:19:04.266655
970.9236936569214,72293,2023-07-26 06:35:15.192313
1162.4868178367615,80735,2023-07-26 06:54:37.681132
1233.1546730995178,79938,2023-07-26 07:15:10.838808
545.9560830593109,56340,2023-07-26 07:24:16.796905
1547.6665225028992,109035,2023-07-26 11:57:25.362705
1491.928307056427,96176,2023-07-26 15:18:16.615552
825.7125046253204,53604,2023-07-26 15:32:02.336049
1615.042459487915,92014,2023-07-26 15:58:57.387059
1263.271788597107,81121,2023-07-26 16:20:00.664018
1568.5839312076569,83674,2023-07-26 16:46:09.251932
1308.1523473262787,68983,2023-07-26 17:53:55.947877
596.3763897418976,38038,2023-07-26 18:03:52.330441
1113.6106724739075,63001,2023-07-26 18:22:25.945111
28.140182733535767,1004,2023-07-26 18:22:54.088298
977.8910434246063,60258,2023-07-26 18:53:55.146121
6.039735555648804,33,2023-07-26 23:02:49.075619
8.879643678665161,25,2023-07-26 23:02:57.963001
2.682887315750122,0,2023-07-26 23:08:13.412355
2.3651108741760254,0,2023-07-26 23:08:15.783437
1.911442518234253,0,2023-07-26 23:08:17.700921
7.88568377494812,2,2023-07-26 23:08:25.594114
489.65436363220215,31893,2023-07-26 23:24:28.447650
624.0128824710846,60995,2023-07-26 23:34:52.470087
819.3518407344818,56834,2023-07-26 23:48:31.842706
694.2158961296082,64825,2023-07-27 00:00:06.064122
840.1932721138,64687,2023-07-27 00:14:06.263900
719.5584001541138,62933,2023-07-27 00:39:41.729453
823.9360837936401,65534,2023-07-27 00:53:25.673571
591.5764179229736,64901,2023-07-27 01:03:17.255016
660.6841213703156,4327,2023-07-27 01:14:17.944656
623.7770602703094,64120,2023-07-27 01:29:14.389302
114.88297533988953,2886,2023-07-27 01:31:09.285509
429.0664188861847,4232,2023-07-27 01:38:18.354954
559.5703263282776,4462,2023-07-27 01:47:37.929279
296.0544013977051,2881,2023-07-27 01:52:33.987672
315.66473031044006,4002,2023-07-27 01:57:49.654402
230.02962470054626,3989,2023-07-27 02:01:39.687112
440.6217260360718,4015,2023-07-27 02:09:00.312861
479.35649156570435,2947,2023-07-27 02:16:59.671352
414.2194182872772,5207,2023-07-27 02:23:53.893749
330.42802333831787,5444,2023-07-27 02:29:24.326849
329.6653571128845,4241,2023-07-27 02:34:53.996206
583.1435368061066,4551,2023-07-27 02:44:37.143751
395.378023147583,4096,2023-07-27 02:51:12.529790
291.0671937465668,3547,2023-07-27 02:56:03.600984
286.9596743583679,3742,2023-07-27 03:00:50.563661
289.6327588558197,4059,2023-07-27 03:05:40.201419
686.3531978130341,4749,2023-07-27 03:17:06.557671
366.9755508899689,3370,2023-07-27 03:23:13.536212
405.4117839336395,5044,2023-07-27 03:29:58.951996
239.74735069274902,3102,2023-07-27 03:33:58.703355
542.5501439571381,5601,2023-07-27 03:43:01.257460
446.94845032691956,4328,2023-07-27 03:50:28.205910
309.8997209072113,4375,2023-07-27 03:55:38.108631
296.9521164894104,9106,2023-07-27 04:00:35.063741
99.42507457733154,1984,2023-07-27 04:02:14.493797
53.49459481239319,1002,2023-07-27 04:03:07.990430
266.2264287471771,2647,2023-07-27 04:07:34.219797
191.80249881744385,2356,2023-07-27 04:10:46.026031
222.68303513526917,3188,2023-07-27 04:14:28.712074
159.60257816314697,2419,2023-07-27 04:17:08.318715
43.07056283950806,739,2023-07-27 04:17:51.391476
51.722198247909546,882,2023-07-27 04:18:43.116671
38.30423712730408,899,2023-07-27 04:19:21.423908
438.9125156402588,14437,2023-07-27 04:26:40.338461
348.8315269947052,10223,2023-07-27 04:32:29.171987
201.80192399024963,5028,2023-07-27 04:35:50.975955
